Name;PowerState;Folder;IPAddress;SubnetMask;MacAddress;Gateway;TotalNics;DNS;NicType;PortGroup;VMHost;VMHostId;Cluster;VCenter
opwarmmdbc4a;PoweredOn;USSO - ARC - MM;10.234.107.223, 10.234.183.13, 172.21.45.217;10.234.183.0/25 172.21.45.0/24 10.234.107.0/24;00:50:56:90:43:34, 00:50:56:90:43:35, 00:50:56:90:43:36;10.234.107.254, 10.234.183.126;3;172.21.45.130, 172.21.45.129, 10.234.18.152;Vmxnet3;Production AD, Production DI2, Production PR;opsidwup6esx14a.bagnolet.francetelecom.fr;HostSystem-host-483;CLOAUBSIDWUP06;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
opwtrwtpriv8a;PoweredOn;USSO - WT;10.111.98.189, 10.117.11.136, 10.77.130.50;10.77.130.0/23 10.111.98.0/23;00:50:56:90:4c:f4, 00:50:56:90:4c:f5, 00:50:56:90:4c:f6;10.111.99.254, 10.117.11.190;3;10.77.130.12, 10.77.130.11, 10.114.138.89;Vmxnet3;VM ADM 1455, VM PRI 1277, VM PRV 1812;opsidwup6esx14a.bagnolet.francetelecom.fr;HostSystem-host-483;CLOAUBSIDWUP06;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
opwupfrpriv16a;PoweredOn;USSO - WASPRIV - FR;10.111.98.115, 10.107.30.115, 10.77.130.115;10.77.130.0/23 10.107.30.0/23 10.111.98.0/23;00:50:56:90:30:c8, 00:50:56:90:30:c9, 00:50:56:90:30:ca;10.77.131.254, 10.111.99.254, 10.107.31.254;3;10.77.130.12, 10.77.130.11, 10.114.138.89;Vmxnet3;VM ADM 1455, VM PRI 1276, VM PRV 1812;opsidwup6esx14a.bagnolet.francetelecom.fr;HostSystem-host-483;CLOAUBSIDWUP06;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
opsahfrws2a;PoweredOn;USSO - SAID - FR;10.111.98.181, 10.107.30.31, 10.77.130.31;10.77.130.0/23 10.107.30.0/23 10.111.98.0/23;00:50:56:8d:46:50, 00:50:56:8d:02:43, 00:50:56:8d:bd:c5;10.77.131.254, 10.111.99.254, 10.107.31.254;3;10.77.130.12, 10.77.130.11, 10.114.138.89;Vmxnet3;VM ADM 1455, VM PRI 1276, VM PRV 1812;opsidwup6esx14a.bagnolet.francetelecom.fr;HostSystem-host-483;CLOAUBSIDWUP06;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
opwtrwtpriv6a;PoweredOn;USSO - WT;10.111.98.187, 10.117.11.134, 10.77.130.48;10.77.130.0/23 10.111.98.0/23;00:50:56:90:4c:ee, 00:50:56:90:4c:ef, 00:50:56:90:4c:f0;10.111.99.254, 10.117.11.190;3;10.77.130.12, 10.77.130.11, 10.114.138.89;Vmxnet3;VM ADM 1455, VM PRI 1277, VM PRV 1812;opsidwup6esx9a.bagnolet.francetelecom.fr;HostSystem-host-489;CLOAUBSIDWUP06;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
opwupfrpriv32a;PoweredOn;USSO - WASPRIV - FR;10.111.98.131, 10.107.30.131, 10.77.130.131;10.77.130.0/23 10.107.30.0/23 10.111.98.0/23;00:50:56:90:30:fb, 00:50:56:90:30:fc, 00:50:56:90:30:fd;10.77.131.254, 10.111.99.254, 10.107.31.254;3;10.77.130.12, 10.77.130.11, 10.114.138.89;Vmxnet3;VM ADM 1455, VM PRI 1276, VM PRV 1812;opsidwup6esx9a.bagnolet.francetelecom.fr;HostSystem-host-489;CLOAUBSIDWUP06;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
opwupfrpriv36a;PoweredOn;USSO - WASPRIV - FR;10.111.98.135, 10.107.30.135, 10.77.130.135;10.77.130.0/23 10.107.30.0/23 10.111.98.0/23;00:50:56:90:31:07, 00:50:56:90:31:08, 00:50:56:90:31:09;10.77.131.254, 10.111.99.254, 10.107.31.254;3;10.77.130.12, 10.77.130.11, 10.114.138.89;Vmxnet3;VM ADM 1455, VM PRI 1276, VM PRV 1812;opsidwup6esx9a.bagnolet.francetelecom.fr;HostSystem-host-489;CLOAUBSIDWUP06;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
opsiddnswupp2a;PoweredOn;SOCLE IDENTITE - EXPLOITATION;10.111.98.69, 10.107.30.12, 10.77.130.12;10.77.130.0/23 10.107.30.0/23 10.111.98.0/23;00:50:56:90:0e:14, 00:50:56:90:0e:15, 00:50:56:90:0e:16;10.107.31.254, 10.111.99.254;3;10.77.130.12, 10.77.130.11, 10.114.134.61;Vmxnet3;VM ADM 1455, VM PRI 1276, VM PRV 1812;opsidwup6esx13a.bagnolet.francetelecom.fr;HostSystem-host-494;CLOAUBSIDWUP06;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
id-mm-out-dbc2-a;PoweredOn;USSO - ORANGE OUT - MM;10.234.107.244, 10.234.96.188, 172.21.45.185;10.234.96.0/26 172.21.45.0/24 10.234.107.0/24;00:50:56:b2:49:d1, 00:50:56:b2:2f:58, 00:50:56:b2:23:36, 00:50:56:b2:66:84;10.234.107.254, 10.234.96.160;4;172.21.45.130, 172.21.45.129, 10.234.18.152;e1000;Production AD, Production DE, Production DI, Production PR;opsidwup6esx13a.bagnolet.francetelecom.fr;HostSystem-host-494;CLOAUBSIDWUP06;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
opeuifrfevtdb2a;PoweredOn;EUI - BLACKLIST - FR;10.234.107.228, 10.234.96.229, 172.21.45.49;10.234.96.0/26 172.21.45.0/24 10.234.107.0/24;00:50:56:b2:1f:0b, 00:50:56:b2:31:00, 00:50:56:b2:29:30;10.234.107.254, 10.234.96.160;3;172.21.45.130, 172.21.45.129, 10.234.18.152;EnhancedVmxnet;Production AD, Production DI, Production PR;opsidwup6esx13a.bagnolet.francetelecom.fr;HostSystem-host-494;CLOAUBSIDWUP06;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
opwtrwtpriv2a;PoweredOn;USSO - WT;10.111.98.183, 10.117.11.130, 10.77.130.44;10.77.130.0/23 10.111.98.0/23;00:50:56:90:4c:e2, 00:50:56:90:4c:e3, 00:50:56:90:4c:e4;10.111.99.254, 10.117.11.190;3;10.77.130.12, 10.77.130.11, 10.114.138.89;Vmxnet3;VM ADM 1455, VM PRI 1277, VM PRV 1812;opsidwup6esx15a.bagnolet.francetelecom.fr;HostSystem-host-501;CLOAUBSIDWUP06;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
opwtrwtpriv4a;PoweredOn;USSO - WT;10.111.98.185, 10.117.11.132, 10.77.130.46;10.77.130.0/23 10.111.98.0/23;00:50:56:90:4c:e8, 00:50:56:90:4c:e9, 00:50:56:90:4c:ea;10.111.99.254, 10.117.11.190;3;10.77.130.12, 10.77.130.11, 10.114.138.89;Vmxnet3;VM ADM 1455, VM PRI 1277, VM PRV 1812;opsidwup6esx15a.bagnolet.francetelecom.fr;HostSystem-host-501;CLOAUBSIDWUP06;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
opwupfrpriv14a;PoweredOn;USSO - WASPRIV - FR;10.111.98.113, 10.107.30.113, 10.77.130.113;10.77.130.0/23 10.107.30.0/23 10.111.98.0/23;00:50:56:90:30:c2, 00:50:56:90:30:c3, 00:50:56:90:30:c4;10.77.131.254, 10.111.99.254, 10.107.31.254;3;10.77.130.12, 10.77.130.11, 10.114.138.89;Vmxnet3;VM ADM 1455, VM PRI 1276, VM PRV 1812;opsidwup6esx15a.bagnolet.francetelecom.fr;HostSystem-host-501;CLOAUBSIDWUP06;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
opwupfrpriv8a;PoweredOn;USSO - WASPRIV - FR;10.111.98.107, 10.107.30.107, 10.77.130.107;10.77.130.0/23 10.107.30.0/23 10.111.98.0/23;00:50:56:90:30:b0, 00:50:56:90:30:b1, 00:50:56:90:30:b2;10.77.131.254, 10.111.99.254, 10.107.31.254;3;10.77.130.12, 10.77.130.11, 10.114.138.89;Vmxnet3;VM ADM 1455, VM PRI 1276, VM PRV 1812;opsidwup6esx15a.bagnolet.francetelecom.fr;HostSystem-host-501;CLOAUBSIDWUP06;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
id-mm-out-enrol2-a;PoweredOn;USSO - ORANGE OUT - MM;10.234.107.237, 10.234.96.183, 172.21.45.180;10.234.96.0/26 172.21.45.0/24 10.234.107.0/24;00:50:56:b2:48:98, 00:50:56:b2:6c:da, 00:50:56:b2:32:24, 00:50:56:b2:51:d8;10.234.107.254, 10.234.96.160;4;172.21.45.130, 172.21.45.129, 10.234.18.152;e1000;Production AD, Production DE, Production DI, Production PR;opsidwup6esx11a.bagnolet.francetelecom.fr;HostSystem-host-508;CLOAUBSIDWUP06;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
opwarmmws8a;PoweredOn;USSO - ARC - MM;10.234.107.79, 10.234.183.8, 172.21.45.212;10.234.183.0/25 172.21.45.0/24 10.234.107.0/24;00:50:56:90:43:25, 00:50:56:90:43:26, 00:50:56:90:43:27;10.234.107.254, 10.234.183.126;3;172.21.45.130, 172.21.45.129, 10.234.18.152;Vmxnet3;Production AD, Production DI2, Production PR;opsidwup6esx11a.bagnolet.francetelecom.fr;HostSystem-host-508;CLOAUBSIDWUP06;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
opwupfrpriv24a;PoweredOn;USSO - WASPRIV - FR;10.111.98.123, 10.107.30.123, 10.77.130.123;10.77.130.0/23 10.107.30.0/23 10.111.98.0/23;00:50:56:90:31:1c, 00:50:56:90:31:1d, 00:50:56:90:31:1e;10.77.131.254, 10.111.99.254, 10.107.31.254;3;10.77.130.12, 10.77.130.11, 10.114.138.89;Vmxnet3;VM ADM 1455, VM PRI 1276, VM PRV 1812;opsidwup6esx11a.bagnolet.francetelecom.fr;HostSystem-host-508;CLOAUBSIDWUP06;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
id-wupp-dns2-a;PoweredOn;SOCLE IDENTITE - EXPLOITATION;10.234.107.130, 10.234.96.148, 172.21.45.130;10.234.96.0/26 172.21.45.0/24 10.234.107.0/24;00:50:56:a4:35:95, 00:50:56:a4:18:f8, 00:50:56:a4:00:fa, 00:50:56:a4:09:01;10.234.107.254, 172.21.45.250, 10.234.96.160;4;127.0.0.1, 10.234.18.153, 10.234.18.152;e1000;Production AD, Production DE, Production DI, Production PR;opsidwup6esx11a.bagnolet.francetelecom.fr;HostSystem-host-508;CLOAUBSIDWUP06;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
opwupfrpriv18a;PoweredOn;USSO - WASPRIV - FR;10.111.98.117, 10.107.30.117, 10.77.130.117;10.77.130.0/23 10.107.30.0/23 10.111.98.0/23;00:50:56:90:30:ce, 00:50:56:90:30:cf, 00:50:56:90:30:d0;10.77.131.254, 10.111.99.254, 10.107.31.254;3;10.77.130.12, 10.77.130.11, 10.114.138.89;Vmxnet3;VM ADM 1455, VM PRI 1276, VM PRV 1812;opsidwup6esx11a.bagnolet.francetelecom.fr;HostSystem-host-508;CLOAUBSIDWUP06;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
id-mm-was-priv4-a;PoweredOn;USSO - WASPRIV - MM;10.234.107.198, fe80::250:56ff:fea4:3013, 10.234.96.144, fe80::250:56ff:fea4:38ce, 172.21.45.169, fe80::250:56ff:fea4:752;10.234.96.0/26 172.21.45.0/24;00:50:56:a4:30:13, 00:50:56:a4:78:94, 00:50:56:a4:38:ce, 00:50:56:a4:07:52;10.234.107.254, 10.234.96.160;4;172.21.45.130, 172.21.45.129, 10.234.18.152;Flexible;Production AD, Production DE, Production DI, Production PR;opsidwup6esx6a.bagnolet.francetelecom.fr;HostSystem-host-515;CLOAUBSIDWUP06;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
id-fr-lock-web4-a;PoweredOn;EUI - IDENTITY LOCKER - FR;10.234.107.207, 10.234.96.211, 172.21.45.194;10.234.96.0/26 172.21.45.0/24 10.234.107.0/24;00:50:56:b2:5f:0a, 00:50:56:b2:41:79, 00:50:56:b2:20:a4, 00:50:56:b2:04:a6;10.234.107.254, 10.234.96.160;4;10.98.198.209, 10.98.149.201, 10.98.91.71;e1000;Production AD, Production DE, Production DI, Production PR;opsidwup6esx6a.bagnolet.francetelecom.fr;HostSystem-host-515;CLOAUBSIDWUP06;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
opeuifrpldbdc2a;PoweredOn;EUI - SELFCARE PRIVE - FR;10.111.98.76, 10.107.30.18, 10.77.130.18;10.77.130.0/23 10.107.30.0/23 10.111.98.0/23;00:50:56:90:1b:b7, 00:50:56:90:1b:b8, 00:50:56:90:1b:b9;10.111.99.254, 10.107.31.254;3;10.77.130.12, 10.77.130.11, 10.114.138.89;Vmxnet3;VM ADM 1455, VM PRI 1276, VM PRV 1812;opsidwup6esx6a.bagnolet.francetelecom.fr;HostSystem-host-515;CLOAUBSIDWUP06;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
opwupfrpriv20a;PoweredOn;USSO - WASPRIV - FR;10.111.98.119, 10.107.30.119, 10.77.130.119;10.77.130.0/23 10.107.30.0/23 10.111.98.0/23;00:50:56:90:30:d4, 00:50:56:90:30:d5, 00:50:56:90:30:d6;10.77.131.254, 10.111.99.254, 10.107.31.254;3;10.77.130.12, 10.77.130.11, 10.114.138.89;Vmxnet3;VM ADM 1455, VM PRI 1276, VM PRV 1812;opsidwup6esx6a.bagnolet.francetelecom.fr;HostSystem-host-515;CLOAUBSIDWUP06;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
opevgfrdb02a;PoweredOn;USSO - EVENT MANAGER - FR;10.111.98.206, 10.107.30.44, 10.77.130.55;10.77.130.0/23 10.107.30.0/23 10.111.98.0/23;00:50:56:8d:f7:81, 00:50:56:8d:da:bf, 00:50:56:8d:82:2a;10.107.31.254, 10.111.99.254;3;10.77.130.12, 10.77.130.11, 10.234.18.152;Vmxnet3;VM ADM 1455, VM PRI 1276, VM PRV 1812;opsidwup6esx4a.bagnolet.francetelecom.fr;HostSystem-host-517;CLOAUBSIDWUP06;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
opwupfrpriv30a;PoweredOn;USSO - WASPRIV - FR;10.111.98.129, 10.107.30.129, 10.77.130.129;10.77.130.0/23 10.107.30.0/23 10.111.98.0/23;00:50:56:90:30:f5, 00:50:56:90:30:f6, 00:50:56:90:30:f7;10.77.131.254, 10.111.99.254, 10.107.31.254;3;10.77.130.12, 10.77.130.11, 10.114.138.89;Vmxnet3;VM ADM 1455, VM PRI 1276, VM PRV 1812;opsidwup6esx4a.bagnolet.francetelecom.fr;HostSystem-host-517;CLOAUBSIDWUP06;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
id-fr-formpriv0-a;PoweredOn;EUI - FORMULAIRE MOBILE - FR;10.234.107.210, 10.234.96.199, 172.21.45.43;10.234.96.0/26 172.21.45.0/24 10.234.107.0/24;00:50:56:b2:52:a7, 00:50:56:ba:98:9d, 00:50:56:b2:6a:ed, 00:50:56:b2:3f:21;172.21.45.158, 10.234.107.254, 172.21.45.250, 10.234.96.160, 10.234.96.193;4;10.98.198.209, 10.98.149.201, 10.98.91.71;EnhancedVmxnet, e1000;Production AD, Install Network, Production DI, Production PR;opsidwup6esx10a.bagnolet.francetelecom.fr;HostSystem-host-526;CLOAUBSIDWUP06;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
opeuifrscrprv0a;PoweredOn;EUI - SELFCARE PRIVE - FR;10.234.107.232, 10.234.96.203, 172.21.45.46;10.234.96.0/26 172.21.45.0/24 10.234.107.0/24;00:50:56:b2:29:42, 00:50:56:b2:45:47, 00:50:56:b2:18:af;10.234.107.254, 10.234.96.160;3;172.21.45.130, 172.21.45.129, 10.234.18.152;EnhancedVmxnet;Production AD, Production DI, Production PR;opsidwup6esx10a.bagnolet.francetelecom.fr;HostSystem-host-526;CLOAUBSIDWUP06;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
opwupfrpriv28a;PoweredOn;USSO - WASPRIV - FR;10.111.98.127, 10.107.30.127, 10.77.130.127;10.77.130.0/23 10.107.30.0/23 10.111.98.0/23;00:50:56:90:31:1f, 00:50:56:90:31:20, 00:50:56:90:31:21;10.77.131.254, 10.111.99.254, 10.107.31.254;3;10.77.130.12, 10.77.130.11, 10.114.138.89;Vmxnet3;VM ADM 1455, VM PRI 1276, VM PRV 1812;opsidwup6esx10a.bagnolet.francetelecom.fr;HostSystem-host-526;CLOAUBSIDWUP06;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
opuso-log8-a;PoweredOn;SOCLE IDENTITE - EXPLOITATION;10.234.107.23, 10.234.96.198, 172.21.45.174;10.234.96.0/26 172.21.45.0/24 10.234.107.0/24;00:50:56:b2:56:c8, 00:50:56:b2:22:ff, 00:50:56:b2:22:ec, 00:50:56:b2:61:46;10.234.107.254;4;172.21.45.130, 172.21.45.129, 10.234.18.152;EnhancedVmxnet;Production AD, Production DE, Production DI, Production PR;opsidwup6esx10a.bagnolet.francetelecom.fr;HostSystem-host-526;CLOAUBSIDWUP06;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
id-fr-lock-web2-a;PoweredOn;EUI - IDENTITY LOCKER - FR;10.234.107.205, 10.234.96.209, 172.21.45.192;10.234.96.0/26 172.21.45.0/24 10.234.107.0/24;00:50:56:b2:4e:30, 00:50:56:b2:57:96, 00:50:56:b2:69:a7, 00:50:56:b2:0f:4a;10.234.107.254, 10.234.96.160;4;10.98.198.209, 10.98.149.201, 10.98.91.71;e1000;Production AD, Production DE, Production DI, Production PR;opsidwup6esx5a.bagnolet.francetelecom.fr;HostSystem-host-532;CLOAUBSIDWUP06;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
opevgfrws02a;PoweredOn;USSO - EVENT MANAGER - FR;10.111.98.209, 10.107.30.47, 10.77.130.58;10.77.130.0/23 10.107.30.0/23 10.111.98.0/23;00:50:56:8d:17:d9, 00:50:56:8d:c7:5e, 00:50:56:8d:da:27;10.107.31.254, 10.111.99.254;3;10.77.130.12, 10.77.130.11, 10.234.18.152;Vmxnet3;VM ADM 1455, VM PRI 1276, VM PRV 1812;opsidwup6esx5a.bagnolet.francetelecom.fr;HostSystem-host-532;CLOAUBSIDWUP06;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
opwupfrpriv22a;PoweredOn;USSO - WASPRIV - FR;10.111.98.121, 10.107.30.121, 10.77.130.121;10.77.130.0/23 10.107.30.0/23 10.111.98.0/23;00:50:56:90:30:da, 00:50:56:90:30:db, 00:50:56:90:30:dc;10.77.131.254, 10.111.99.254, 10.107.31.254;3;10.77.130.12, 10.77.130.11, 10.114.138.89;Vmxnet3;VM ADM 1455, VM PRI 1276, VM PRV 1812;opsidwup6esx5a.bagnolet.francetelecom.fr;HostSystem-host-532;CLOAUBSIDWUP06;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
opwupfrpriv40a;PoweredOn;USSO - WASPRIV - FR;10.111.98.139, 10.107.30.139, 10.77.130.139;10.77.130.0/23 10.107.30.0/23 10.111.98.0/23;00:50:56:90:31:13, 00:50:56:90:31:14, 00:50:56:90:31:15;10.77.131.254, 10.111.99.254, 10.107.31.254;3;10.77.130.12, 10.77.130.11, 10.114.138.89;Vmxnet3;VM ADM 1455, VM PRI 1276, VM PRV 1812;opsidwup6esx8a.bagnolet.francetelecom.fr;HostSystem-host-537;CLOAUBSIDWUP06;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
opwupfrpriv34a;PoweredOn;USSO - WASPRIV - FR;10.111.98.133, 10.107.30.133, 10.77.130.133;10.77.130.0/23 10.107.30.0/23 10.111.98.0/23;00:50:56:90:31:01, 00:50:56:90:31:02, 00:50:56:90:31:03;10.77.131.254, 10.111.99.254, 10.107.31.254;3;10.77.130.12, 10.77.130.11, 10.114.138.89;Vmxnet3;VM ADM 1455, VM PRI 1276, VM PRV 1812;opsidwup6esx8a.bagnolet.francetelecom.fr;HostSystem-host-537;CLOAUBSIDWUP06;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
opwarmmws2a;PoweredOn;USSO - ARC - MM;10.234.107.14, 10.234.183.2, 172.21.45.206;10.234.183.0/25 172.21.45.0/24 10.234.107.0/24;00:50:56:90:43:13, 00:50:56:90:43:14, 00:50:56:90:43:15;10.234.107.254, 10.234.183.126;3;172.21.45.130, 172.21.45.129, 10.234.18.152;Vmxnet3;Production AD, Production DI2, Production PR;opsidwup6esx8a.bagnolet.francetelecom.fr;HostSystem-host-537;CLOAUBSIDWUP06;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
opwupfrpriv38a;PoweredOn;USSO - WASPRIV - FR;10.111.98.137, 10.107.30.137, 10.77.130.137;10.77.130.0/23 10.107.30.0/23 10.111.98.0/23;00:50:56:90:31:25, 00:50:56:90:31:26, 00:50:56:90:31:27;10.77.131.254, 10.111.99.254, 10.107.31.254;3;10.77.130.12, 10.77.130.11, 10.114.138.89;Vmxnet3;VM ADM 1455, VM PRI 1276, VM PRV 1812;opsidwup6esx8a.bagnolet.francetelecom.fr;HostSystem-host-537;CLOAUBSIDWUP06;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
opwarmmws4a;PoweredOn;USSO - ARC - MM;10.234.107.36, 10.234.183.4, 172.21.45.208;10.234.183.0/25 172.21.45.0/24 10.234.107.0/24;00:50:56:90:43:19, 00:50:56:90:43:1a, 00:50:56:90:43:1b;10.234.107.254, 10.234.183.126;3;172.21.45.130, 172.21.45.129, 10.234.18.152;Vmxnet3;Production AD, Production DI2, Production PR;opsidwup6esx1a.bagnolet.francetelecom.fr;HostSystem-host-547;CLOAUBSIDWUP06;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
id-mm-auth-serv2-a;PoweredOn;USSO - ORANGE OUT - MM;10.234.107.248, 10.234.96.167, 172.21.45.189;10.234.96.0/26 172.21.45.0/24 10.234.107.0/24;00:50:56:b2:5f:a6, 00:50:56:b2:73:77, 00:50:56:b2:5c:a1, 00:50:56:b2:04:91;10.234.107.254, 10.234.96.160;4;172.21.45.130, 172.21.45.129, 10.234.18.152;e1000;Production AD, Production DE, Production DI, Production PR;opsidwup6esx1a.bagnolet.francetelecom.fr;HostSystem-host-547;CLOAUBSIDWUP06;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
opeuifrscrprv2a;PoweredOn;EUI - SELFCARE PRIVE - FR;10.234.107.163, 10.234.96.237, 172.21.45.67;10.234.96.0/26 172.21.45.0/24 10.234.107.0/24;00:50:56:b2:63:fa, 00:50:56:b2:39:6c, 00:50:56:b2:06:f2;10.234.107.254, 10.234.96.160;3;172.21.45.130, 172.21.45.129, 10.234.18.152;EnhancedVmxnet;Production AD, Production DI, Production PR;opsidwup6esx1a.bagnolet.francetelecom.fr;HostSystem-host-547;CLOAUBSIDWUP06;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
opwupfrpriv6a;PoweredOn;USSO - WASPRIV - FR;10.111.98.105, 10.107.30.105, 10.77.130.105;10.77.130.0/23 10.107.30.0/23 10.111.98.0/23;00:50:56:90:30:aa, 00:50:56:90:30:ab, 00:50:56:90:30:ac;10.77.131.254, 10.111.99.254, 10.107.31.254;3;10.77.130.12, 10.77.130.11, 10.114.138.89;Vmxnet3;VM ADM 1455, VM PRI 1276, VM PRV 1812;opsidwup6esx1a.bagnolet.francetelecom.fr;HostSystem-host-547;CLOAUBSIDWUP06;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
id-fr-formpriv2-a;PoweredOn;EUI - FORMULAIRE MOBILE - FR;10.234.107.221, 10.234.96.215, 172.21.45.159;10.234.96.0/26;00:50:56:b2:55:ea, 00:50:56:b2:24:82, 00:50:56:b2:29:78, 00:50:56:b2:0d:87;172.21.45.250, 172.21.45.159, 10.234.107.254, 10.234.96.160;4;10.98.198.209, 10.98.149.201, 10.98.91.71;e1000;Production AD, Production DE, Production DI, Production PR;opsidwup6esx1a.bagnolet.francetelecom.fr;HostSystem-host-547;CLOAUBSIDWUP06;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
opsidtest2a;PoweredOn;SOCLE IDENTITE - EXPLOITATION;10.234.107.54, 10.234.107.53;;00:50:56:8d:84:90, 00:50:56:8d:5c:49, 00:50:56:8d:ec:b1;10.234.107.254;3;10.114.134.61;Vmxnet3;Production AD, Production DI, Production PR;opsidwup6esx1a.bagnolet.francetelecom.fr;HostSystem-host-547;CLOAUBSIDWUP06;opsidiasaubvc01-adm.bagnolet.francetelecom.fr
